Name,Month,Year,Sale Amount
Claude,April,2016,5102
Don,April,2009,6193
Marion,March,2008,2549
Everett,September,2007,509
Victor,July,2015,3576
Jose,March,2009,7941
Wallace,July,2016,3528
Everett,November,2008,4858
Eddie,July,2006,3247
Marion,July,2013,4752
Marion,November,2012,5604
Jimmie,May,2020,6063
Milton,October,2010,1101
Manuel,January,2019,2160
Virgil,September,2008,2519
Dale,September,2005,179
Benjamin,October,2004,2326
Jose,March,2001,4498
Allen,June,2003,7145
Jimmie,September,2019,4818
Manuel,July,2013,6934
Roger,August,2009,7941
Claude,June,2018,4367
Edgar,January,2005,6548
Claude,April,2014,4326
Jerome,February,2005,2105
Benjamin,January,2019,1089
Marion,August,2018,314
Willard,April,2007,4892
Roland,May,2015,7083
Bruce,September,2008,4875
Bobby,October,2020,2619
Curtis,August,2011,7026
Bruce,March,2017,2462
Jerry,January,2013,2156
Jimmie,February,2004,4182
Lee,May,2012,5492
Sam,March,2003,7347
Jimmie,July,2009,5384
Douglas,April,2020,2641
Chester,February,2000,2327
Glen,August,2003,2257
Martin,June,2000,4963
Roger,January,2004,6549
Glen,September,2005,6686
Martin,November,2001,932
Harvey,May,2007,4543
Jesse,January,2015,266
Johnnie,September,2004,2182
Willard,January,2008,673
Hugh,March,2006,2826
Don,May,2004,7693
Glen,August,2005,3699
Virgil,July,2019,3905
Glen,March,2004,1103
Bruce,August,2002,4821
Allen,September,2014,1356
Wallace,November,2006,7998
Johnnie,May,2013,1944
Marion,February,2008,4205
Jose,March,2020,4384
Everett,March,2005,3696
Arnold,September,2013,6644
Gilbert,July,2015,674
Arnold,September,2020,3305
Edgar,January,2012,7880
Martin,January,2015,336
Jimmie,February,2010,7647
Wallace,June,2004,3243
Jessie,April,2009,5885
Lewis,January,2007,4690
Allen,February,2000,3481
Virgil,June,2017,2952
Douglas,September,2010,6217
Don,May,2020,7435
Harvey,March,2016,6142
Victor,August,2012,1589
Wallace,May,2012,4722
Martin,April,2000,7502
Sam,June,2020,3736
Marion,November,2004,5499
Milton,November,2020,5121
Victor,May,2008,4288
Martin,February,2014,6749
Junior,January,2011,5380
Wallace,March,2019,493
Arnold,May,2011,4418
Arnold,November,2000,2637
Jerome,July,2013,5377
Oscar,August,2010,569
Gilbert,May,2009,2582
Jesse,June,2019,2315
Douglas,October,2017,6264
Gilbert,October,2001,593
Edgar,January,2002,214
Glen,November,2001,1799
Cecil,August,2005,3778
Glen,April,2012,6076
Allen,November,2007,6106
Wallace,August,2012,1083
Junior,January,2020,7009
Arnold,October,2013,6592
Jerome,February,2002,3119
Marion,March,2006,2303
Gilbert,April,2003,6312
Edgar,March,2000,4920
Virgil,November,2008,6475
Leslie,August,2016,3961
Willard,October,2003,4950
Willard,May,2006,546
Willard,August,2001,2846
Dale,May,2004,6083
Charlie,May,2005,6486
Bobby,November,2000,1667
Jose,March,2018,2038
Edgar,February,2007,7945
Ronald,July,2004,7793
Marion,March,2006,4213
Milton,February,2010,7041
Claude,July,2016,354
Hugh,November,2005,6465
Bob,October,2005,4235
Jose,January,2020,7762
Everett,October,2020,617
Oscar,November,2002,4727
Virgil,August,2018,3969
Edgar,July,2010,3866
Rudolph,August,2013,5499
Harvey,September,2013,4367
Roger,January,2000,1993
Homer,September,2011,3193
Don,February,2006,2845
Leslie,May,2000,914
Lee,September,2005,6310
Leslie,September,2002,2123
Roger,September,2006,2838
Claude,July,2018,3133
Bobby,July,2020,4912
Arnold,September,2005,6946
Hugh,March,2009,6222
Edgar,November,2002,5165
Virgil,September,2002,7746
Wallace,October,2016,2928
Lee,June,2003,1559
Johnnie,April,2012,2676
Cecil,June,2003,716
Don,May,2014,7600
Ronald,October,2002,7625
Charlie,February,2010,586
Roland,April,2018,1317
Wilbur,April,2012,2748
Benjamin,January,2014,2481
Dale,May,2019,3384
Bob,February,2007,1842
Jose,September,2019,6080
Jose,March,2004,7390
Dale,June,2008,716
Lee,April,2020,7748
Lee,July,2018,6330
Edgar,February,2017,6143
Curtis,March,2013,7594
Don,March,2006,3809
Sam,September,2017,4334
Bob,April,2013,2144
Allen,June,2005,1578
Cecil,August,2019,5053
Virgil,June,2005,2066
Don,November,2020,235
Gilbert,January,2009,5682
Milton,January,2000,727
Johnnie,June,2018,2848
Junior,August,2020,3166
Cecil,July,2016,2494
Benjamin,April,2003,172
Glen,November,2002,4592
Curtis,September,2018,5728
Hugh,March,2012,1381
Jimmie,March,2005,3199
Ronald,June,2005,4195
Chester,May,2008,6916
Allen,May,2019,2692
Jessie,May,2009,369
Harvey,January,2017,478
Johnnie,March,2010,4388
Don,August,2003,1050
Gilbert,June,2013,3335
Junior,May,2002,2503
Rudolph,January,2007,6962
Chester,January,2019,852
Gilbert,May,2001,6662
Hugh,January,2000,6517
Lee,March,2013,2266
Bruce,July,2014,4068
Johnnie,January,2012,5347
Dale,September,2009,7562
Maurice,January,2016,4373
Junior,January,2016,7724
Charlie,August,2016,6056
Everett,May,2000,5498
Sam,July,2004,1186
Bobby,September,2007,3233
Willard,September,2011,3788
Bobby,September,2005,7135
Manuel,June,2020,923
Virgil,July,2020,4496
Dale,January,2008,3426
Jimmie,July,2002,7085
Johnnie,August,2008,2043
Chester,September,2001,7951
Cecil,February,2017,7167
Arnold,April,2017,1722
Eddie,August,2007,4863
Lee,May,2000,3206
Charlie,October,2014,5366
Hugh,June,2017,5502
Everett,February,2013,272
Gene,February,2004,6152
Jimmie,March,2013,2470
Lewis,February,2007,5606
Harvey,March,2017,3803
Milton,May,2019,4647
Ronald,September,2018,2123
Allen,January,2018,7812
Hugh,September,2011,5936
Gilbert,October,2002,2901
Jerome,May,2003,7813
Curtis,February,2012,446
Oscar,November,2015,3432
Claude,April,2003,3996
Homer,August,2014,5483
Wallace,March,2006,4532
Martin,July,2009,1175
Chester,August,2004,1643
Ronald,October,2014,5468
Johnnie,March,2018,7616
Jesse,March,2003,864
Edgar,January,2010,5414
Marion,June,2002,7129
Bobby,April,2003,6119
Johnnie,November,2001,644
Claude,April,2013,853
Harvey,September,2017,5146
Bob,July,2011,919
Charlie,February,2015,1982
Jimmie,February,2015,4406
Martin,October,2019,4141
Everett,August,2011,3139
Allen,July,2010,6367
Douglas,July,2016,5087
Bruce,March,2001,1398
Bobby,July,2018,7018
Lee,July,2001,6781
Eddie,January,2007,731
Wilbur,April,2006,4811
Jimmie,September,2013,3943
Virgil,May,2000,3924
Victor,April,2012,7882
Junior,September,2020,5218
Hugh,June,2000,5335
Chester,May,2018,6428
Charlie,June,2002,1122
Milton,November,2018,6076
Curtis,January,2004,1289
Bob,August,2011,1930
Maurice,April,2017,5628
Everett,September,2017,3350
Bob,October,2007,2405
Arnold,April,2013,3974
Edgar,September,2019,6213
Jose,February,2015,1768
Jimmie,November,2002,225
Everett,January,2003,771
Wallace,January,2017,687
Gilbert,April,2020,4691
Eddie,March,2005,2557
Willard,August,2020,5520
Curtis,May,2018,2237
Jerome,January,2006,991
Ronald,April,2010,7665
Jose,January,2008,2020
Wallace,November,2015,6004
Douglas,March,2002,6337
Victor,February,2018,3772
Everett,March,2007,5266
Martin,August,2003,425
Bob,March,2015,1762
Glen,March,2009,5705
Homer,July,2006,4526
Virgil,August,2002,6652
Jerome,February,2005,7452
Claude,February,2005,1504
Jerry,March,2011,883
Jesse,February,2000,902
Bruce,June,2013,6885
Maurice,June,2009,872
Roger,July,2010,424
Marion,March,2010,3708
Gene,October,2020,683
Johnnie,April,2007,7276
Willard,September,2003,4530
Oscar,June,2001,7168
Bobby,April,2014,5421
Bobby,June,2013,4804
Jessie,January,2003,1953
Charlie,June,2001,3521
Jerry,January,2003,7427
Jesse,July,2018,6361
Johnnie,September,2001,3011
Edgar,October,2013,7229
Lewis,August,2017,2125
Jerome,May,2006,841
Jerry,October,2006,1018
Rudolph,July,2003,4179
Everett,June,2013,4445
Jessie,January,2006,4520
Allen,May,2008,3918
Eddie,April,2009,1383
Arnold,January,2000,7682
Cecil,October,2012,7053
Eddie,March,2015,5039
Johnnie,November,2014,1578
Allen,October,2019,5073
Sam,March,2007,5052
Eddie,February,2011,4554
Rudolph,February,2014,7109
Douglas,July,2013,571
Jessie,August,2001,4755
Arnold,August,2018,5340
Lee,January,2020,5297
Jerome,January,2011,7858
Arnold,November,2017,7713
Dale,May,2008,6206
Maurice,July,2006,2785
Jesse,November,2003,7045
Roger,July,2001,1743
Hugh,October,2000,6841
Milton,July,2018,5792
Bobby,October,2004,889
Willard,March,2011,1055
Homer,July,2000,5229
Benjamin,March,2016,2248
Jessie,August,2011,2932
Oscar,October,2013,5816
Cecil,April,2019,4373
Bruce,August,2017,4500
Wallace,February,2015,600
Maurice,July,2014,1596
Oscar,May,2002,2848
Victor,September,2003,2825
Don,February,2008,434
Oscar,March,2008,5224
Lewis,February,2014,5178
Glen,March,2019,1526
Johnnie,April,2003,6130
Hugh,October,2012,1156
Ronald,September,2016,7886
Virgil,June,2020,7378
Homer,October,2004,4307
Gilbert,January,2009,2111
Marion,September,2006,3600
Edgar,April,2002,4219
Leslie,October,2007,3213
Charlie,November,2009,555
Everett,January,2006,6999
Martin,July,2000,4917
Wilbur,June,2017,5482
Hugh,May,2012,6591
Eddie,March,2009,3063
Wilbur,July,2006,7347
Rudolph,May,2014,2932
Hugh,February,2015,7406
Martin,October,2014,6837
Eddie,July,2000,2799
Wallace,January,2020,3429
Jerome,July,2000,4980
Benjamin,March,2001,5956
Rudolph,March,2013,1873
Gilbert,May,2006,7371
Ronald,August,2015,6710
Glen,January,2006,5528
Chester,February,2003,5969
Edgar,November,2020,2415
Dale,August,2009,3255
Jerome,August,2011,6046
Milton,July,2002,7547
Maurice,February,2014,1916
Douglas,November,2016,2357
Cecil,May,2004,6048
Homer,June,2007,619
Douglas,March,2009,6433
Victor,June,2010,3616
Arnold,March,2000,1642
Gilbert,August,2020,3749
Edgar,August,2008,3587
Jose,February,2016,2032
Junior,August,2006,7612
Ronald,May,2012,4049
Wallace,August,2013,2092
Lee,February,2013,1275
Maurice,September,2015,634
Manuel,August,2010,4135
Wilbur,April,2007,4392
Dale,October,2000,1630
Hugh,October,2008,1500
Virgil,October,2010,4870
Benjamin,July,2020,6086
Wallace,April,2013,6330
Jerome,February,2004,6698
Chester,February,2011,2945
Bob,November,2015,5254
Bobby,November,2011,5340
Douglas,June,2013,1027
Gene,July,2013,2941
Marion,August,2003,6304
Hugh,May,2020,6495
Curtis,November,2012,7455
Cecil,August,2016,7392
Milton,September,2003,7783
Martin,June,2017,4981
Manuel,February,2014,377
Manuel,November,2007,4435
Marion,May,2003,5049
Bob,July,2004,4180
Harvey,July,2013,2977
Glen,October,2014,7951
Jesse,January,2003,7478
Claude,March,2002,7808
Don,September,2001,2118
Marion,May,2019,2517
Harvey,March,2007,7227
Sam,September,2009,3629
Marion,June,2006,260
Ronald,April,2000,5935
Allen,October,2018,1831
Jerry,March,2001,1985
Chester,April,2008,6051
Homer,February,2018,4079
Benjamin,February,2005,3678
Lewis,September,2016,3405
Victor,August,2013,1259
Jessie,January,2001,3318
Cecil,February,2018,4426
Jerry,September,2010,1389
Homer,February,2007,2396
Benjamin,March,2007,5762
Everett,February,2001,2821
Virgil,June,2016,1918
Gilbert,March,2006,3621
Jerry,November,2012,5302
Jerry,January,2010,6702
Charlie,March,2011,5191
Leslie,July,2016,4210
Marion,March,2020,262
Glen,August,2014,7862
Lewis,November,2014,5223
Hugh,July,2012,3120
Martin,September,2011,392
Bob,January,2016,1404
Rudolph,July,2010,4354
Bruce,February,2013,3345
Cecil,February,2004,2869
Benjamin,April,2017,6645
Eddie,October,2011,314
Bob,October,2010,2604
Jerry,March,2019,7073
Claude,March,2001,7239
Wallace,January,2000,7652
Jerry,June,2019,5975
Jesse,August,2018,3978
Glen,March,2009,3063
Gene,January,2018,183
Jesse,October,2018,4397
Edgar,May,2011,386
Jimmie,October,2003,3588
Ronald,September,2014,547
Charlie,March,2019,6808
Cecil,March,2006,4856
Don,October,2002,6481
Bob,November,2017,2409
Leslie,February,2007,412
Gene,March,2001,2315
Cecil,June,2008,3178
Bruce,August,2006,4269
Jerome,May,2009,6141
Bruce,January,2004,1177
Bob,October,2016,730
Hugh,August,2018,2088
Hugh,February,2017,1278
Arnold,May,2002,7587
Gilbert,October,2005,5334
Johnnie,May,2018,1941
Douglas,September,2009,7639
Gene,October,2000,3658
Sam,April,2017,5335
Marion,February,2010,5597
Bob,April,2013,2835
Claude,March,2004,2650
Don,November,2009,1128
Marion,February,2012,3477
Gilbert,November,2015,375
Jerry,November,2006,6442
Lewis,January,2002,5466
Jesse,April,2003,6349
Curtis,January,2018,4487
Don,April,2002,7307
Jessie,March,2010,1429
Allen,September,2012,5697
Bob,April,2012,4625
Jessie,July,2004,345
Gene,November,2020,3978
Bruce,February,2012,2942
Lee,January,2020,1831
Dale,October,2015,1686
Jessie,July,2016,1033
Roland,November,2009,7603
Eddie,November,2003,2091
Arnold,June,2009,6718
Roger,November,2016,1083
Hugh,February,2001,4831
Victor,September,2002,3432
Lee,May,2016,2758
Bobby,June,2002,7019
Lee,July,2005,2869
Leslie,May,2006,2604
Lewis,February,2018,5216
Wallace,August,2009,4284
Bruce,July,2008,5596
Arnold,January,2020,2086
Bruce,July,2013,3116
Roger,August,2001,1399
Jerry,March,2004,7466
Harvey,August,2016,4099
Roland,March,2002,3670
Lee,August,2017,3749
Dale,June,2014,900
Allen,February,2013,5675
Jimmie,November,2012,2314
Benjamin,July,2004,1407
Claude,April,2006,6376
Junior,October,2014,5160
Virgil,January,2015,1422
Gene,October,2009,7590
Marion,November,2006,4377
Maurice,April,2004,2500
Everett,September,2006,7780
Victor,February,2018,2028
Bob,April,2007,2525
Jerome,April,2003,620
Bruce,August,2000,4448
Gilbert,January,2009,356
Jose,August,2018,823
Martin,June,2011,7293
Rudolph,August,2004,1415
Dale,July,2017,6698
Harvey,April,2016,4559
Homer,March,2016,7202
Manuel,November,2016,1589
Lee,January,2008,6032
Everett,August,2011,727
Everett,October,2008,6085
Sam,May,2011,325
Douglas,March,2018,5534
Willard,August,2001,5830
Bob,September,2009,3924
Maurice,September,2014,1483
Gene,January,2000,7031
Rudolph,January,2002,762
Everett,April,2019,7894
Glen,September,2007,4098
Roger,January,2013,6048
Maurice,November,2000,4290
Jessie,February,2020,6133
Milton,June,2000,2634
Ronald,September,2018,2017
Lewis,September,2018,4550
Martin,March,2005,5116
Glen,February,2020,5218
Arnold,January,2016,7240
Wallace,June,2012,1043
Rudolph,October,2000,7717
Manuel,November,2011,2156
Junior,April,2014,5331
Roger,January,2010,1973
Claude,January,2016,5643
Cecil,July,2013,3451
Jerome,August,2010,1630
Manuel,August,2007,4504
Jerry,February,2008,3220
Allen,October,2006,1239
Charlie,July,2006,7888
Arnold,June,2006,6354
Oscar,March,2003,5675
Johnnie,January,2019,7827
Eddie,June,2013,1760
Martin,March,2020,4496
Jessie,November,2011,2155
Ronald,May,2019,5486
Gilbert,November,2002,7247
Wallace,May,2017,1541
Marion,September,2020,7338
Eddie,January,2000,3860
Ronald,October,2010,4947
Edgar,September,2007,877
Gilbert,February,2016,955
Jerry,January,2002,4695
Roger,May,2004,4979
Roland,August,2000,2199
Wilbur,April,2006,2192
Hugh,January,2018,4634
Jesse,September,2013,5647
Marion,November,2015,7594
Oscar,May,2009,1288
Bob,March,2003,7680
Roland,September,2008,1195
Rudolph,November,2018,5074
Claude,September,2016,6308
Leslie,June,2004,276
Allen,September,2003,3689
Everett,July,2006,4797
Virgil,January,2015,4316
Junior,February,2017,3859
Glen,May,2008,1529
Glen,January,2013,3110
Benjamin,May,2019,1329
Douglas,June,2018,7334
Johnnie,August,2019,2146
Lee,March,2015,7587
Don,June,2005,7046
Curtis,January,2003,4128
Wallace,January,2006,601
Leslie,January,2010,6898
Bobby,May,2001,7345
Everett,March,2011,395
Leslie,March,2005,431
Bruce,August,2015,6855
Homer,March,2007,4737
Roger,October,2006,6478
Chester,September,2003,573
Don,November,2013,4208
Harvey,April,2013,2512
Marion,February,2008,1539
Eddie,April,2014,3427
Wallace,July,2017,6419
Allen,May,2005,7106
Lee,March,2007,3739
Bruce,June,2010,3758
Gilbert,October,2008,7567
Virgil,May,2020,3609
Jimmie,June,2019,6661
Bobby,April,2005,4039
Eddie,September,2005,2497
Dale,September,2017,7380
Charlie,July,2015,1267
Cecil,February,2004,2741
Roger,March,2012,1820
Virgil,November,2006,7904
Virgil,October,2005,1846
Glen,August,2005,7021
Dale,September,2007,3019
Milton,August,2011,6534
Wilbur,September,2011,6898
Gilbert,March,2009,4293
Oscar,January,2016,4083
Oscar,February,2008,5045
Leslie,March,2009,4623
Benjamin,October,2010,4434
Curtis,March,2015,859
Bobby,August,2012,7277
Charlie,April,2014,989
Oscar,January,2003,2382
Jimmie,February,2002,1294
Chester,March,2011,4427
Homer,April,2003,5809
Wilbur,July,2012,2809
Sam,August,2008,4103
Claude,July,2015,2298
Jerry,September,2003,7160
Allen,January,2015,7098
Allen,March,2013,2597
Don,May,2008,3905
Willard,March,2016,3631
Marion,August,2014,2229
Jimmie,May,2017,1340
Milton,July,2007,5034
Oscar,August,2018,1346
Jimmie,November,2006,268
Virgil,May,2008,6180
Glen,March,2008,7099
Martin,March,2010,5737
Cecil,January,2001,1936
Milton,February,2003,4914
Lee,November,2006,4535
Jerome,April,2013,1814
Roger,August,2015,5491
Milton,August,2007,1698
Wilbur,August,2010,1431
Chester,October,2012,6426
Douglas,August,2020,4352
Victor,September,2007,2712
Benjamin,April,2009,1016
Wallace,January,2001,1250
Jerry,August,2018,6585
Eddie,May,2016,2251
Arnold,February,2006,6014
Dale,February,2000,5893
Martin,April,2015,1798
Virgil,August,2019,6819
Victor,January,2020,2535
Jerry,March,2009,7146
Bobby,August,2008,917
Benjamin,February,2017,3532
Willard,October,2004,309
Jimmie,May,2007,554
Leslie,August,2008,1491
Charlie,January,2016,2903
Eddie,September,2009,4959
Victor,March,2006,4870
Charlie,May,2003,7732
Gene,August,2019,6292
Jerome,July,2010,3648
Johnnie,March,2015,427
Homer,November,2005,6153
Victor,July,2013,3564
Wallace,September,2005,4013
Marion,April,2010,3554
Jessie,July,2015,5977
